id,referee,timezone,date,venue_id,venue_name,venue_city,season,round,home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
864115.0,Ó. Macías,UTC,2022-07-16T22:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Apertura - 3,Atlas,Cruz Azul,True,False,3.0,2.0,1.0,1.0,3.0,2.0,,,,
864116.0,M. Ortíz,UTC,2022-07-17T00:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 3,Santos Laguna,Guadalajara Chivas,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
864117.0,D. Quintero,UTC,2022-07-17T17:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 3,U.N.A.M. - Pumas,Necaxa,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
864118.0,F. Guerrero,UTC,2022-07-17T22:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 3,Atletico San Luis,Monterrey,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
864119.0,V. Cáceres,UTC,2022-07-18T00:00:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - 3,Tigres UANL,Club Tijuana,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
864120.0,J. Camacho,UTC,2022-07-19T00:00:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 3,Pachuca,Mazatlán,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
864121.0,J. Pérez,UTC,2022-07-21T02:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Apertura - 4,Guadalajara Chivas,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
864122.0,L. Santander,UTC,2022-07-22T02:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 4,Club Queretaro,Monterrey,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,
864123.0,I. Lopez,UTC,2022-07-23T00:00:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Apertura - 4,Mazatlán,Atletico San Luis,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
864124.0,C. Ramos,UTC,2022-07-23T02:05:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Apertura - 4,Necaxa,FC Juarez,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
864125.0,D. Montaño,UTC,2022-07-23T22:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 4,Toluca,Santos Laguna,True,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,
864126.0,F. Guerrero,UTC,2022-07-24T00:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 4,Cruz Azul,Puebla,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,
864128.0,F. Hernández,UTC,2022-07-24T01:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Apertura - 4,Club Tijuana,Club America,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
864127.0,M. Ortíz,UTC,2022-07-24T02:05:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - 4,Tigres UANL,Atlas,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
864129.0,B. González,UTC,2022-07-25T00:00:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 4,Pachuca,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
864131.0,Ó. Macías,UTC,2022-07-27T00:00:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - 5,Monterrey,Puebla,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
864130.0,D. Montaño,UTC,2022-07-27T00:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Apertura - 5,Atlas,Club Tijuana,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
864132.0,F. Hernández,UTC,2022-07-27T00:00:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Apertura - 5,FC Juarez,Tigres UANL,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
864134.0,G. Pacheco,UTC,2022-07-27T02:05:00+00:00,,Estadio León,León de los Aldamas,2022,Apertura - 5,Leon,Toluca,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
864133.0,A. Escobedo,UTC,2022-07-27T02:05:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 5,Atletico San Luis,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
864136.0,J. Pérez,UTC,2022-07-28T00:00:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Apertura - 5,Necaxa,Pachuca,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
864135.0,C. Ramos,UTC,2022-07-28T00:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 5,Club Queretaro,Guadalajara Chivas,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
864137.0,L. Santander,UTC,2022-07-28T02:05:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 5,U.N.A.M. - Pumas,Mazatlán,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
864139.0,F. Guerrero,UTC,2022-07-30T02:05:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Apertura - 6,FC Juarez,Toluca,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
864140.0,E. Miranda,UTC,2022-07-30T22:00:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 6,Cruz Azul,Necaxa,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
864141.0,I. Lopez,UTC,2022-07-31T00:05:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - 6,Tigres UANL,Club Queretaro,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
864142.0,A. Escobedo,UTC,2022-07-31T02:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Apertura - 6,Guadalajara Chivas,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
864144.0,D. Quintero,UTC,2022-07-31T02:05:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Apertura - 6,Club Tijuana,Mazatlán,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
864143.0,M. Ortíz,UTC,2022-07-31T02:05:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Apertura - 6,Puebla,Atletico San Luis,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
864145.0,D. Montaño,UTC,2022-07-31T17:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 6,U.N.A.M. - Pumas,Monterrey,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
864146.0,C. Ramos,UTC,2022-08-01T00:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 6,Santos Laguna,Atlas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
864147.0,Ó. Macías,UTC,2022-08-01T02:05:00+00:00,,Estadio León,León de los Aldamas,2022,Apertura - 6,Leon,Club America,True,False,3.0,2.0,1.0,1.0,3.0,2.0,,,,
864229.0,V. Cáceres,UTC,2022-08-03T01:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 16,Toluca,Puebla,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
864230.0,Ó. Macías,UTC,2022-08-04T00:00:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Apertura - 16,FC Juarez,Atletico San Luis,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
864148.0,F. Guerrero,UTC,2022-08-05T02:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Apertura - 7,Atlas,Club Queretaro,True,False,3.0,1.0,0.0,1.0,3.0,1.0,,,,
864150.0,J. Camacho,UTC,2022-08-06T02:05:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Apertura - 7,Mazatlán,Guadalajara Chivas,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
864151.0,M. Ortíz,UTC,2022-08-07T00:05:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - 7,Monterrey,Leon,True,False,5.0,1.0,3.0,0.0,5.0,1.0,,,,
864153.0,Ó. Macías,UTC,2022-08-07T02:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 7,Santos Laguna,Cruz Azul,True,False,4.0,0.0,1.0,0.0,4.0,0.0,,,,
864154.0,C. Ramos,UTC,2022-08-07T17:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 7,Toluca,Club Tijuana,True,False,3.0,1.0,1.0,1.0,3.0,1.0,,,,
864155.0,E. Galván,UTC,2022-08-07T21:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 7,Atletico San Luis,Necaxa,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
864156.0,D. Quintero,UTC,2022-08-07T23:05:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 7,Pachuca,Tigres UANL,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
864152.0,L. Santander,UTC,2022-08-08T01:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 7,Club America,FC Juarez,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
864157.0,E. Miranda,UTC,2022-08-12T02:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 8,Club Queretaro,Atletico San Luis,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
864158.0,G. Pacheco,UTC,2022-08-13T02:00:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Apertura - 8,Necaxa,Monterrey,False,True,1.0,2.0,1.0,0.0,1.0,2.0,,,,
864159.0,L. Santander,UTC,2022-08-13T02:05:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Apertura - 8,Club Tijuana,Puebla,,,3.0,3.0,1.0,1.0,3.0,3.0,,,,
864161.0,E. Galván,UTC,2022-08-13T22:00:00+00:00,,Estadio León,León de los Aldamas,2022,Apertura - 8,Leon,Mazatlán,False,True,0.0,3.0,0.0,3.0,0.0,3.0,,,,
864162.0,A. Escobedo,UTC,2022-08-14T00:05:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 8,U.N.A.M. - Pumas,Club America,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,
864163.0,M. Ortíz,UTC,2022-08-14T02:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Apertura - 8,Guadalajara Chivas,Atlas,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
864164.0,F. Hernández,UTC,2022-08-14T22:00:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 8,Cruz Azul,Toluca,False,True,2.0,3.0,1.0,2.0,2.0,3.0,,,,
864165.0,D. Montaño,UTC,2022-08-15T00:05:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - 8,Tigres UANL,Santos Laguna,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
864166.0,A. Escobedo,UTC,2022-08-17T00:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Apertura - 9,Atlas,FC Juarez,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
864167.0,L. Santander,UTC,2022-08-17T01:00:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Apertura - 9,Mazatlán,Club Queretaro,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
864168.0,F. Guerrero,UTC,2022-08-17T02:05:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Apertura - 9,Puebla,Necaxa,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,
864169.0,D. Quintero,UTC,2022-08-18T00:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 9,Toluca,Monterrey,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
864171.0,C. Ramos,UTC,2022-08-18T02:05:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 9,Pachuca,Club America,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,
864170.0,D. Montaño,UTC,2022-08-18T02:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 9,Cruz Azul,Club Tijuana,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
864172.0,V. Cáceres,UTC,2022-08-19T00:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 9,Santos Laguna,Leon,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
864173.0,Ó. Macías,UTC,2022-08-19T02:05:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 9,Atletico San Luis,U.N.A.M. - Pumas,True,False,3.0,2.0,1.0,2.0,3.0,2.0,,,,
864175.0,Ó. Mejía,UTC,2022-08-20T00:00:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Apertura - 10,Necaxa,Guadalajara Chivas,False,True,0.0,4.0,0.0,2.0,0.0,4.0,,,,
864177.0,G. Pacheco,UTC,2022-08-20T22:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 10,Club Queretaro,Club Tijuana,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
864179.0,F. Guerrero,UTC,2022-08-21T00:05:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - 10,Monterrey,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
864178.0,C. Ramos,UTC,2022-08-21T00:05:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Apertura - 10,Atlas,Puebla,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
864180.0,L. Santander,UTC,2022-08-21T02:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 10,Club America,Cruz Azul,True,False,7.0,0.0,3.0,0.0,7.0,0.0,,,,
864176.0,D. Quintero,UTC,2022-08-21T02:05:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Apertura - 10,FC Juarez,Mazatlán,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
864181.0,M. Ortíz,UTC,2022-08-21T17:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 10,U.N.A.M. - Pumas,Santos Laguna,False,True,1.0,5.0,0.0,3.0,1.0,5.0,,,,
864182.0,D. Montaño,UTC,2022-08-21T22:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 10,Atletico San Luis,Toluca,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
864183.0,I. Lopez,UTC,2022-08-22T00:05:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 10,Pachuca,Leon,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
864231.0,L. Santander,UTC,2022-08-24T00:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Apertura - 16,Guadalajara Chivas,Monterrey,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
864232.0,V. Cáceres,UTC,2022-08-24T02:05:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 16,Club Queretaro,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
864234.0,Ó. Mejía,UTC,2022-08-25T02:05:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 16,U.N.A.M. - Pumas,Tigres UANL,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
864235.0,F. Guerrero,UTC,2022-08-26T00:05:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 16,Pachuca,Atlas,True,False,3.0,1.0,0.0,0.0,3.0,1.0,,,,
864236.0,A. Escobedo,UTC,2022-08-26T02:05:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Apertura - 16,Club Tijuana,Santos Laguna,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
864184.0,M. Ortíz,UTC,2022-08-27T00:00:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Apertura - 11,Puebla,FC Juarez,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
864185.0,E. Miranda,UTC,2022-08-27T02:05:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Apertura - 11,Mazatlán,Club America,False,True,1.0,3.0,1.0,2.0,1.0,3.0,,,,
864186.0,D. Quintero,UTC,2022-08-27T22:00:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 11,Cruz Azul,Club Queretaro,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
864187.0,F. Hernández,UTC,2022-08-28T00:05:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - 11,Tigres UANL,Necaxa,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
864188.0,D. Montaño,UTC,2022-08-28T02:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Apertura - 11,Guadalajara Chivas,U.N.A.M. - Pumas,True,False,3.0,1.0,3.0,1.0,3.0,1.0,,,,
864189.0,G. Pacheco,UTC,2022-08-28T17:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 11,Toluca,Pachuca,False,True,1.0,4.0,0.0,2.0,1.0,4.0,,,,
864191.0,Ó. Macías,UTC,2022-08-29T00:00:00+00:00,,Estadio León,León de los Aldamas,2022,Apertura - 11,Leon,Atlas,True,False,4.0,2.0,1.0,1.0,4.0,2.0,,,,
864190.0,F. Guerrero,UTC,2022-08-29T00:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 11,Santos Laguna,Atletico San Luis,True,False,4.0,1.0,1.0,0.0,4.0,1.0,,,,
864192.0,B. González,UTC,2022-08-29T02:05:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Apertura - 11,Club Tijuana,Monterrey,False,True,0.0,3.0,0.0,0.0,0.0,3.0,,,,
864193.0,D. Quintero,UTC,2022-09-02T00:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 12,Atletico San Luis,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
864194.0,I. Lopez,UTC,2022-09-02T02:05:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 12,Club Queretaro,Puebla,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
864195.0,M. Ortíz,UTC,2022-09-03T00:00:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Apertura - 12,Necaxa,Leon,True,False,3.0,2.0,3.0,0.0,3.0,2.0,,,,
864196.0,B. González,UTC,2022-09-03T02:05:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Apertura - 12,FC Juarez,Cruz Azul,,,2.0,2.0,0.0,2.0,2.0,2.0,,,,
864197.0,F. Hernández,UTC,2022-09-03T22:05:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 12,Pachuca,Santos Laguna,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
864198.0,V. Cáceres,UTC,2022-09-04T00:05:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - 12,Monterrey,Mazatlán,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
864199.0,L. Santander,UTC,2022-09-04T00:05:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Apertura - 12,Atlas,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
864200.0,D. Montaño,UTC,2022-09-04T02:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 12,Club America,Tigres UANL,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
864201.0,C. Ramos,UTC,2022-09-04T22:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 12,Toluca,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
864202.0,J. Camacho,UTC,2022-09-07T00:00:00+00:00,,Estadio León,León de los Aldamas,2022,Apertura - 13,Leon,FC Juarez,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
864203.0,D. Quintero,UTC,2022-09-07T00:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 13,Santos Laguna,Necaxa,True,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,
864204.0,Ó. Mejía,UTC,2022-09-07T02:05:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - 13,Monterrey,Cruz Azul,True,False,3.0,2.0,2.0,1.0,3.0,2.0,,,,
864205.0,V. Cáceres,UTC,2022-09-07T02:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 13,Club America,Atletico San Luis,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
864207.0,M. Ortíz,UTC,2022-09-08T00:00:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - 13,Tigres UANL,Toluca,True,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,
864206.0,A. Escobedo,UTC,2022-09-08T00:00:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Apertura - 13,Puebla,Pachuca,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,
864210.0,F. Hernández,UTC,2022-09-08T02:00:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Apertura - 13,Mazatlán,Atlas,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
864209.0,G. Pacheco,UTC,2022-09-08T02:05:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Apertura - 13,Club Tijuana,Guadalajara Chivas,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
